STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,CITIZENSHIP,Citizenship,FREQ,Frequency of observation,MEASURE,Measure,SEX,Sex,BIRTH_PLACE,Place of birth,EDUCATION_LEV,Education level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,TUR,Türkiye,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,58.59999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,TUR,Türkiye,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,58.6283989,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,TUR,Türkiye,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2020,,55.09999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,75.74848175,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,75.38951874,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,75.49256897,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,75.61873627,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,75.51624298,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,75.46248627,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,75.75708771,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,75.38358307,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,76.04733276,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,75.81752014,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,75.62198639,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,75.74420166,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,76.57485199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,76.90045929,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,77.09853363,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,77.27924347,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,77.6414032,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,77.87843323,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,78,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2019,,78.2041626,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,GBR,United Kingdom,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2021,,78.65200043,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,76.34072113,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,75.82003021,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,75.40215302,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,74.68598175,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,74.23401642,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,74.19283295,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,74.17121124,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,73.87695313,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,73.79667664,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,72.97772217,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,72.30113983,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,71.6558075,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,71.51731873,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,71.19680023,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,71.13046265,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,71.11656189,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,71.54496765,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,71.77493286,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,USA,United States,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,72.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,EU27_2020,European Union (27 countries from 01/02/2020),_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2022,,74.52778625,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,EU27_2020,European Union (27 countries from 01/02/2020),_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,NB,Native-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2023,,75.09230804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,68.98397064,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,69.02736664,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,69.20201874,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,69.32615662,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,69.8677063,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2005,,71.16689301,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2006,,71.48486328,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2007,,72.13873291,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2008,,73.22927094,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2009,,73.19631195,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2010,,73.26946259,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2011,,74.38754272,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2012,,73.95959473,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2013,,74.14202118,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2014,,74.10431671,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2015,,74.55545044,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2016,,74.71265411,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2017,,75.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUS,Australia,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2018,,76.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUT,Austria,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2000,,72.66175842,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUT,Austria,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2001,,71.97042847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUT,Austria,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2002,,72.18067932,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUT,Austria,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2003,,73.83602142,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG@DF_MIG_NUP_SEX(1.0),"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",I,AUT,Austria,_Z,Not applicable,A,Annual,LF_RATE,Labour force participation rate,_T,Total,FB,Foreign-born,_Z,Not applicable,PT_POP_SUB,Percentage of population in the same subgroup,2004,,69.16825104,,A,Normal value,0,Units,1,One
